,kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds,main_meaning,wanikani_level,Number of Appearances on Twitter,Percentage of Appearances on Twitter,Rank of Appearances on Twitter,Number of Appearances on Wikipedia,Percentage of Appearances on Wikipedia,Rank of Appearances on Wikipedia,Number of Appearances on News,Percentage of Appearances on News,Rank of Appearances on News,Number of Appearances on Aozora,Percentage of Appearances on Aozora,Rank of Appearances on Aozora,Genki_Lesson
10,嵐,12.0,1910.0,junior high,N1,"{'山': 'http:////jisho.org/search/%E5%B1%B1%20%23kanji', '風': 'http:////jisho.org/search/%E9%A2%A8%20%23kanji'}",{'山': 'mountain'},{'ラン': 'http:////jisho.org/search/%E5%B5%90%20%E3%82%89%E3%82%93'},{'あらし': 'http:////jisho.org/search/%E5%B5%90%20%E3%81%82%E3%82%89%E3%81%97'},"['嵐気  【ランキ】  mountain mist, mountain air', '青嵐  【アオアラシ】  wind blowing through fresh verdure, mountain air', '翠嵐  【スイラン】  the sense of being engulfed in a green, mountainous atmosphere']","['嵐  【あらし】  storm, tempest, storm, hullaballoo, uproar, winds (e.g. of change)', '嵐の大洋  【あらしのたいよう】  Oceanus Procellarum (lunar mare), Ocean of Storms', '青嵐  【あおあらし】  wind blowing through fresh verdure, mountain air', '磁気嵐  【じきあらし】  magnetic storm']","['storm', 'tempest']",44.0,820.0,8.195979052676756e-05,1266.0,55865.0,7.120510596934039e-05,1363.0,428.0,4.147868005536435e-05,1496.0,2579.0,5.009778100047386e-05,1921.0,
11,安,6.0,144.0,grade 3,N4,"{'女': 'http:////jisho.org/search/%E5%A5%B3%20%23kanji', '宀': 'http:////jisho.org/search/%E5%AE%80%20%23kanji'}",{'宀': 'roof'},{'アン': 'http:////jisho.org/search/%E5%AE%89%20%E3%81%82%E3%82%93'},"{'やす.い': 'http:////jisho.org/search/%E5%AE%89%20%E3%82%84%E3%81%99%E3%81%84', 'やす.まる': 'http:////jisho.org/search/%E5%AE%89%20%E3%82%84%E3%81%99%E3%81%BE%E3%82%8B', 'やす': 'http:////jisho.org/search/%E5%AE%89%20%E3%82%84%E3%81%99', 'やす.らか': 'http:////jisho.org/search/%E5%AE%89%20%E3%82%84%E3%81%99%E3%82%89%E3%81%8B'}","['安価  【アンカ】  low-priced, cheap, inexpensive, shallow (e.g. sympathy), superficial, cheap (e.g. government)', '安易  【アンイ】  easy, simple, easygoing, lighthearted, simplistic, irresponsible, careless, quick (to do)', '平安  【ヘイアン】  peace, tranquility, tranquillity, Heian era (794-1185)', '慰安  【イアン】  solace, relaxation']","['安い  【やすい】  cheap, inexpensive, calm, peaceful, quiet', '休まる  【やすまる】  to be rested, to feel at ease, to repose, to be relieved', '安  【やす】  cheap, rash, thoughtless, careless, indiscreet, frivolous', '安上がり  【やすあがり】  cheap, economical', '目安  【めやす】  criterion, standard, yardstick, reference, aim, rough estimate, approximation', '最安  【さいやす】  cheapest, lowest price', '安らか  【やすらか】  peaceful, tranquil, calm, restful']","['relax', 'cheap', 'low', 'quiet', 'rested', 'contented', 'peaceful']",6.0,13950.0,0.0013943159485956189,170.0,709012.0,0.000903701326296142,291.0,32389.0,0.003138908804470084,53.0,48441.0,0.0009409796857091717,244.0,13
12,案,10.0,206.0,grade 4,N1,"{'女': 'http:////jisho.org/search/%E5%A5%B3%20%23kanji', '宀': 'http:////jisho.org/search/%E5%AE%80%20%23kanji', '木': 'http:////jisho.org/search/%E6%9C%A8%20%23kanji'}",{'木': 'tree'},{'アン': 'http:////jisho.org/search/%E6%A1%88%20%E3%81%82%E3%82%93'},{'つくえ': 'http:////jisho.org/search/%E6%A1%88%20%E3%81%A4%E3%81%8F%E3%81%88'},"['案  【アン】  idea, plan, proposal, suggestion, (government) bill, draft, rough copy, expectation, desk, stand', '案外  【アンガイ】  unexpectedly, surprisingly, unexpected, unanticipated, unforeseen, surprising', '対案  【タイアン】  counter-proposal, counter-suggestion', '成案  【セイアン】  definite plan']","['机  【つくえ】  desk', '八足の机  【やつあしのつくえ】  eight-legged table (used as a stand for religious offerings, etc.)']","['plan', 'suggestion', 'draft', 'ponder', 'fear', 'proposition', 'idea', 'expectation', 'worry', 'table', 'bench']",22.0,2964.0,0.00029625465746504765,653.0,292745.0,0.00037313056022544617,617.0,10154.0,0.0009840526104723589,269.0,20070.0,0.00038986524415646,588.0,22
13,暗,13.0,1040.0,grade 3,N3,"{'日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '立': 'http:////jisho.org/search/%E7%AB%8B%20%23kanji', '音': 'http:////jisho.org/search/%E9%9F%B3%20%23kanji'}","{'日': 'sun, day'}",{'アン': 'http:////jisho.org/search/%E6%9A%97%20%E3%81%82%E3%82%93'},"{'くら.い': 'http:////jisho.org/search/%E6%9A%97%20%E3%81%8F%E3%82%89%E3%81%84', 'くら.む': 'http:////jisho.org/search/%E6%9A%97%20%E3%81%8F%E3%82%89%E3%82%80', 'くれ.る': 'http:////jisho.org/search/%E6%9A%97%20%E3%81%8F%E3%82%8C%E3%82%8B'}","['暗黒  【アンコク】  darkness', '暗雲  【アンウン】  dark clouds', '明暗  【メイアン】  light and darkness, light and shade', '冥暗  【メイアン】  gloom, shade']","['暗い  【くらい】  dark, gloomy, murky, depressed, dispirited, down in the dumps, dark (mood), dark (in colour), dull, ill-boding, dark (e.g. past), suspicious, unlikely (to succeed), hopeless, unpromising, unfamiliar (with), ignorant (of)', '暗い過去  【くらいかこ】  shadowy past, murky past', '眩む  【くらむ】  to be dazzled by, to be dizzied by, to be disoriented by, to be lost in (greed, lust, etc.), to become dark', '暮れる  【くれる】  to get dark, to grow dark, to end (of a day, year, season, etc.), to come to an end, to close, to be sunk in (e.g. despair), to be lost in (e.g. thought), to be overcome with']","['darkness', 'disappear', 'shade', 'informal', 'grow dark', 'be blinded']",13.0,1475.0,0.0001474276719841246,999.0,103843.0,0.00013235750146199256,1060.0,595.0,5.766311830126586e-05,1374.0,31690.0,0.0006155869251279631,365.0,
14,以,5.0,126.0,grade 4,N4,"{'｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', '丶': 'http:////jisho.org/search/%E4%B8%B6%20%23kanji', '人': 'http:////jisho.org/search/%E4%BA%BA%20%23kanji'}","{'人 (亻)': 'man, human'}",{'イ': 'http:////jisho.org/search/%E4%BB%A5%20%E3%81%84'},{'もっ.て': 'http:////jisho.org/search/%E4%BB%A5%20%E3%82%82%E3%81%A3%E3%81%A6'},"['以降  【イコウ】  on and after, as from, hereafter, thereafter, since', '以下  【イカ】  not exceeding, and downward, ... and below, below (e.g. standard), under (e.g. a level), the below-mentioned, the following, the rest', '縞曹以  【シマソイ】  threestripe rockfish (Sebastes trivittatus)', '斑曹以  【ムラソイ】  spotbelly rockfish (Sebastes pachycephalus)']","['以て  【もって】  with, by, by means of, because of, on account of, for, due to, on (a day, date), at (a time), as of (e.g. today), adds emphasis to preceding word, in addition (to being), moreover, as well as, and, therefore, and so, hence', '以てする  【もってする】  to do by the use of']","['by means of', 'because', 'in view of', 'compared with']",7.0,10450.0,0.0010444875743960012,236.0,1434858.0,0.0018288591415189445,130.0,26918.0,0.002608698854510041,77.0,76775.0,0.0014913753921331448,135.0,16
15,衣,6.0,1214.0,grade 4,N2,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '衣': 'http:////jisho.org/search/%E8%A1%A3%20%23kanji'}",{'衣 (衤)': 'clothes'},"{'イ': 'http:////jisho.org/search/%E8%A1%A3%20%E3%81%84', 'エ': 'http:////jisho.org/search/%E8%A1%A3%20%E3%81%88'}","{'ころも': 'http:////jisho.org/search/%E8%A1%A3%20%E3%81%93%E3%82%8D%E3%82%82', 'きぬ': 'http:////jisho.org/search/%E8%A1%A3%20%E3%81%8D%E3%81%AC', '-ぎ': 'http:////jisho.org/search/%E8%A1%A3%20%E3%81%8E'}","['衣  【キヌ】  clothing, garment, dress', '衣装  【イショウ】  clothing, costume, outfit, garment, dress', '着衣  【チャクイ】  clothes (that one is wearing), wearing clothes', ""脱衣  【ダツイ】  undressing, taking off one's clothes"", ""衣鉢  【イハツ】  mysteries of one's master's art, robes and a bowl (monk's key possessions auctioned off at his funeral), transmission of the dharma from master to disciple (in Zen)"", '衣紋  【エモン】  dress, clothes, drapery', '着衣  【チャクイ】  clothes (that one is wearing), wearing clothes', ""衣替え  【コロモガエ】  seasonal change of clothing, changing (one's) dress for the season, renovation, facelift, changing appearance""]","['衣  【ころも】  clothes, garment, gown, robe, coating (e.g. glaze, batter, icing)', ""衣替え  【ころもがえ】  seasonal change of clothing, changing (one's) dress for the season, renovation, facelift, changing appearance"", '砂糖の衣  【さとうのころも】  frosting (e.g. on a cake), icing', '紅葉の衣  【もみじのころも】  comparing beautiful autumn leaves to a garment', '衣  【きぬ】  clothing, garment, dress', '如月  【きさらぎ】  second month of the lunar calendar']","['garment', 'clothes', 'dressing']",41.0,1803.0,0.00018021158819483165,895.0,119240.0,0.00015198240107015392,1010.0,974.0,9.43930709671142e-05,1159.0,18713.0,0.00036350514767811835,627.0,
16,位,7.0,276.0,grade 4,N3,"{'化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', '立': 'http:////jisho.org/search/%E7%AB%8B%20%23kanji'}","{'人 (亻)': 'man, human'}",{'イ': 'http:////jisho.org/search/%E4%BD%8D%20%E3%81%84'},"{'くらい': 'http:////jisho.org/search/%E4%BD%8D%20%E3%81%8F%E3%82%89%E3%81%84', 'ぐらい': 'http:////jisho.org/search/%E4%BD%8D%20%E3%81%90%E3%82%89%E3%81%84'}","['位  【イ】  rank, place (e.g. first place), decimal place, counter for ghosts', '位置  【イチ】  place, situation, position, location', '部位  【ブイ】  part (esp. of the body), region, site, cut (of meat)', '高位  【コウイ】  dignity, eminent, high ranking, high-order (digit, bit, etc.)']","[""位  【くらい】  throne, crown, (nobleman's) seat, government position, court rank, social standing, rank, class, echelon, rung, grade (of quality, etc.), level, tier, rank, position of a figure (e.g. tens, thousands), digit, (decimal) place, degree, extent, amount"", '位が昇る  【くらいがのぼる】  to rise in rank']","['rank', 'grade', 'throne', 'crown', 'about', 'some']",11.0,10832.0,0.0010826688426657882,225.0,1487156.0,0.0018955177762989414,124.0,31835.0,0.003085219111127393,56.0,31702.0,0.0006158200284129594,364.0,
17,囲,7.0,771.0,grade 4,N2,"{'囗': 'http:////jisho.org/search/%E5%9B%97%20%23kanji', '井': 'http:////jisho.org/search/%E4%BA%95%20%23kanji'}",{'囗': 'enclosure'},{'イ': 'http:////jisho.org/search/%E5%9B%B2%20%E3%81%84'},"{'かこ.む': 'http:////jisho.org/search/%E5%9B%B2%20%E3%81%8B%E3%81%93%E3%82%80', 'かこ.う': 'http:////jisho.org/search/%E5%9B%B2%20%E3%81%8B%E3%81%93%E3%81%86', 'かこ.い': 'http:////jisho.org/search/%E5%9B%B2%20%E3%81%8B%E3%81%93%E3%81%84'}","['囲碁  【イゴ】  go, board game of capturing territory', '囲郭村  【イカクソン】  walled settlement, walled town', '解囲  【カイイ】  breaking the enemy siege', '外囲  【ガイイ】  periphery, surroundings']","['囲む  【かこむ】  to surround, to encircle, to enclose, to fence, to wall in, to besiege, to lay siege to, to play (go, shogi, etc.)', '囲う  【かこう】  to enclose, to surround, to encircle, to fence, to wall in, to shelter (e.g. a criminal), to shield, to hide, to protect, to keep (e.g. a mistress), to store (vegetables, fruit, etc.), to preserve, to protect', '囲い  【かこい】  enclosure, fence, wall, pen, paling, storage (of fruit, vegetables, etc.), partitioned area of a room for conducting tea ceremonies, mistress, castle, strong defensive position', '囲い女  【かこいおんな】  mistress']","['surround', 'besiege', 'store', 'paling', 'enclosure', 'encircle', 'preserve', 'keep']",14.0,2031.0,0.00020300040799983528,832.0,216878.0,0.00027643105651872557,733.0,2568.0,0.0002488720803321861,782.0,15927.0,0.0003093863350114568,717.0,
18,医,7.0,437.0,grade 3,N4,"{'匚': 'http:////jisho.org/search/%E5%8C%9A%20%23kanji', '矢': 'http:////jisho.org/search/%E7%9F%A2%20%23kanji', '乞': 'http:////jisho.org/search/%E4%B9%9E%20%23kanji'}",{'匸': 'hiding enclosure'},{'イ': 'http:////jisho.org/search/%E5%8C%BB%20%E3%81%84'},"{'い.やす': 'http:////jisho.org/search/%E5%8C%BB%20%E3%81%84%E3%82%84%E3%81%99', 'い.する': 'http:////jisho.org/search/%E5%8C%BB%20%E3%81%84%E3%81%99%E3%82%8B', 'くすし': 'http:////jisho.org/search/%E5%8C%BB%20%E3%81%8F%E3%81%99%E3%81%97'}","['医  【イ】  medicine, the healing art, healing, curing, doctor', ""医院  【イイン】  doctor's office (surgery), clinic, dispensary"", '軍医  【グンイ】  military physician or surgeon', '校医  【コウイ】  school doctor']","['医する  【いする】  to cure, to heal', '薬師  【くすし】  doctor']","['doctor', 'medicine']",8.0,2016.0,0.00020150114353897975,836.0,369915.0,0.00047149085786536384,506.0,5130.0,0.0004971626838411661,515.0,15579.0,0.0003026263397465616,731.0,14
19,依,8.0,906.0,junior high,N2,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', '衣': 'http:////jisho.org/search/%E8%A1%A3%20%23kanji'}","{'人 (亻)': 'man, human'}","{'イ': 'http:////jisho.org/search/%E4%BE%9D%20%E3%81%84', 'エ': 'http:////jisho.org/search/%E4%BE%9D%20%E3%81%88'}",{'よ.る': 'http:////jisho.org/search/%E4%BE%9D%20%E3%82%88%E3%82%8B'},"['依然  【イゼン】  still, as yet, as it has been', '委嘱  【イショク】  commissioning, entrusting (with), request, appointment (to a position)', '憑依  【ヒョウイ】  dependence, depending on, possession (by a spirit, etc.)', '偏倚  【ヘンイ】  deviation, bias', '依蘭苔  【エイランタイ】  Iceland moss (Cetraria islandica), Iceland lichen', '依估  【イコ】  unfairness', '帰依  【キエ】  becoming a devout believer, (religious) conversion']","['因る  【よる】  to be due to, to be caused by, to depend on, to turn on, to be based on, to come from, to be based at (a location, an organization), to be headquartered at', '依ると  【よると】  according to']","['reliant', 'depend on', 'consequently', 'therefore', 'due to']",36.0,653.0,6.526797952924294e-05,1373.0,1641395.0,0.0020921096377435867,105.0,1194.0,0.00011571388781800242,1084.0,11017.0,0.0002140082409004345,920.0,
20,委,8.0,187.0,grade 3,N2,"{'女': 'http:////jisho.org/search/%E5%A5%B3%20%23kanji', '禾': 'http:////jisho.org/search/%E7%A6%BE%20%23kanji'}","{'女': 'woman, female'}",{'イ': 'http:////jisho.org/search/%E5%A7%94%20%E3%81%84'},{'ゆだ.ねる': 'http:////jisho.org/search/%E5%A7%94%20%E3%82%86%E3%81%A0%E3%81%AD%E3%82%8B'},"['委員  【イイン】  committee member', '委員会  【イインカイ】  committee, commission, board, panel, committee meeting', '公取委  【コウトリイ】  Japan Fair Trade Commission', '実行委  【ジッコウイ】  action committee, executive committee']","['委ねる  【ゆだねる】  to entrust (a matter) to, to leave to, to abandon oneself to (e.g. pleasure), to yield to (e.g. anger), to devote oneself to']","['committee', 'entrust to', 'leave to', 'devote', 'discard']",21.0,746.0,7.456341918654708e-05,1314.0,331428.0,0.00042243561910331243,549.0,11460.0,0.0011106207323235409,240.0,4378.0,8.504384847618244e-05,1558.0,
21,威,9.0,1103.0,junior high,N1,"{'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '厂': 'http:////jisho.org/search/%E5%8E%82%20%23kanji', '女': 'http:////jisho.org/search/%E5%A5%B3%20%23kanji', '戈': 'http:////jisho.org/search/%E6%88%88%20%23kanji'}","{'女': 'woman, female'}",{'イ': 'http:////jisho.org/search/%E5%A8%81%20%E3%81%84'},"{'おど.す': 'http:////jisho.org/search/%E5%A8%81%20%E3%81%8A%E3%81%A9%E3%81%99', 'おど.し': 'http:////jisho.org/search/%E5%A8%81%20%E3%81%8A%E3%81%A9%E3%81%97', 'おど.かす': 'http:////jisho.org/search/%E5%A8%81%20%E3%81%8A%E3%81%A9%E3%81%8B%E3%81%99'}","['威  【イ】  power, authority, might, influence, dignity, majesty', '威嚇  【イカク】  threat, intimidation, menace', ""球威  【キュウイ】  (pitcher's) stuff"", '国威  【コクイ】  national prestige']","['脅す  【おどす】  to threaten, to menace, to frighten (into doing)', '縅  【おどし】  leather strap binding the plates of traditional Japanese armor (armour)', '脅かす  【おどかす】  to threaten, to menace, to intimidate, to startle, to frighten, to scare']","['intimidate', 'dignity', 'majesty', 'menace', 'threaten']",43.0,387.0,3.8681023090072014e-05,1602.0,65083.0,8.295429896719916e-05,1291.0,830.0,8.043762721016918e-05,1231.0,10156.0,0.0001972830802019436,970.0,
22,為,9.0,831.0,junior high,N1,"{'ユ': 'http:////jisho.org/search/%E3%83%A6%20%23kanji', '丶': 'http:////jisho.org/search/%E4%B8%B6%20%23kanji', 'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '勹': 'http:////jisho.org/search/%E5%8B%B9%20%23kanji', '杰': 'http:////jisho.org/search/%E6%9D%B0%20%23kanji'}",{'爪 (爫)': 'claw'},{'イ': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%84'},"{'ため': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%9F%E3%82%81', 'な.る': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%AA%E3%82%8B', 'な.す': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%AA%E3%81%99', 'す.る': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%99%E3%82%8B', 'たり': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%9F%E3%82%8A', 'つく.る': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%A4%E3%81%8F%E3%82%8B', 'なり': 'http:////jisho.org/search/%E7%82%BA%20%E3%81%AA%E3%82%8A'}","['為政者  【イセイシャ】  statesman, administrator, politician, policymaker', '為公会  【イコウカイ】  Iko-kai (faction of the LDP)', '人為  【ジンイ】  human work, human agency, art, artificiality', '営為  【エイイ】  business, occupation']","['為  【ため】  good, advantage, benefit, welfare, sake, purpose, objective, aim, consequence, result, effect, affecting, regarding, concerning', ""為に  【ために】  for, for the sake of, to one's advantage, in favor of, in favour of, on behalf of, because of, as a result of"", '外為  【がいため】  foreign exchange', ""念のため  【ねんのため】  (just) making sure, just to be sure, just in case, for caution's sake"", '成る  【なる】  to become, to get, to grow, to be, to reach, to attain, to result in, to prove to be, to consist of, to be composed of, to succeed, to be complete, to change into, to be exchanged for, to play a role, to be promoted, to do ...', 'なる様になる  【なるようになる】  let nature take its course, what will be will be', '為す  【なす】  to build up, to establish, to form, to become (a state), to accomplish, to achieve, to succeed in, to change into, to do, to perform, to intend to, to attempt, to try', ""なす術もない  【なすすべもない】  having no choice, at a loss for what to do, at one's wits' end, at one's wit's end"", '為る  【する】  to do, to carry out, to perform, to cause to become, to make (into), to turn (into), to serve as, to act as, to work as, to wear (clothes, a facial expression, etc.), to judge as being, to view as being, to think of as, to treat as, to use as, to decide on, to choose, to be sensed (of a smell, noise, etc.), to be (in a state, condition, etc.), to be worth, to cost, to pass (of time), to elapse, to place, or raise, person A to a post or status B, to transform A to B, to make A into B, to exchange A for B, to make use of A for B, to view A as B, to handle A as if it were B, to feel A about B, verbalizing suffix (applies to nouns noted in this dictionary with the part of speech ""vs""), creates a humble verb (after a noun prefixed with ""o"" or ""go""), to be just about to, to be just starting to, to try to, to attempt to', '成り  【なり】  being promoted', 'なり手  【なりて】  person willing to take on a role, willing candidate']","['do', 'change', 'make', 'benefit', 'welfare', 'be of use', 'reach to', 'try', 'practice', 'cost', 'serve as', 'good', 'advantage', 'as a result of']",35.0,2460.0,0.00024587937158030267,744.0,224947.0,0.0002867157428172418,719.0,3746.0,0.0003630353632883057,632.0,26254.0,0.0005099911370245988,446.0,
23,畏,9.0,2389.0,junior high,,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji', '衣': 'http:////jisho.org/search/%E8%A1%A3%20%23kanji'}",{'田': 'field'},{'イ': 'http:////jisho.org/search/%E7%95%8F%20%E3%81%84'},"{'おそ.れる': 'http:////jisho.org/search/%E7%95%8F%20%E3%81%8A%E3%81%9D%E3%82%8C%E3%82%8B', 'かしこま.る': 'http:////jisho.org/search/%E7%95%8F%20%E3%81%8B%E3%81%97%E3%81%93%E3%81%BE%E3%82%8B', 'かしこ': 'http:////jisho.org/search/%E7%95%8F%20%E3%81%8B%E3%81%97%E3%81%93', 'かしこ.し': 'http:////jisho.org/search/%E7%95%8F%20%E3%81%8B%E3%81%97%E3%81%93%E3%81%97'}","['畏怖  【イフ】  awe, fear, fright', '畏敬  【イケイ】  reverence, awe, respect', '敬畏  【ケイイ】  awe, reverence, fear (e.g. of authority)', '後生可畏  【コウセイカイ】  the young should be regarded with respect']","['恐れる  【おそれる】  to fear, to be afraid of', '畏まる  【かしこまる】  to obey respectfully, to humble oneself, to sit straight (upright, respectfully, attentively)', '畏  【かしこ】  yours sincerely, respectfully yours', '賢い  【かしこい】  wise, clever, smart']","['fear', 'majestic', 'graciously', 'be apprehensive']",,19.0,1.8990683170836387e-06,2869.0,2804.0,3.5739571670640024e-06,2958.0,4.0,3.876512154706949e-07,3018.0,2160.0,4.195859129934996e-05,2072.0,
24,胃,9.0,1647.0,grade 4,N2,"{'月': 'http:////jisho.org/search/%E6%9C%88%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji'}",{'肉 (⺼)': 'meat'},,{'イ': 'http:////jisho.org/search/%E8%83%83%20%E3%81%84'},"['胃  【イ】  stomach, Chinese ""stomach"" constellation (one of the 28 mansions)', '胃腸  【イチョウ】  stomach and intestines, gastrointestinal tract, digestive organs', 'しわ胃  【シワイ】  abomasum', '葉胃  【ヨウイ】  omasum, psalterium, third compartment of the stomach in ruminants']",,"['stomach', 'paunch', 'crop', 'craw']",27.0,1149.0,0.00011484365770153164,1100.0,11894.0,1.5160002334186606e-05,2147.0,168.0,1.628135104976918e-05,1840.0,2248.0,4.3668015389323465e-05,2040.0,
25,尉,11.0,2007.0,junior high,N1,"{'二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '寸': 'http:////jisho.org/search/%E5%AF%B8%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', '尸': 'http:////jisho.org/search/%E5%B0%B8%20%23kanji', '示': 'http:////jisho.org/search/%E7%A4%BA%20%23kanji'}","{'寸': 'thumb, inch'}",,"{'イ': 'http:////jisho.org/search/%E5%B0%89%20%E3%81%84', 'ジョウ': 'http:////jisho.org/search/%E5%B0%89%20%E3%81%98%E3%82%87%E3%81%86'}","['尉官  【イカン】  officer below the rank of major, company officer', '中尉  【チュウイ】  first lieutenant, lieutenant junior grade', '少尉  【ショウイ】  second lieutenant, sublieutenant, ensign', '尉  【ジョウ】  inspector (third highest of the four administrative ranks of the ritsuryo system), (noh) old man, white ash (of charcoal)', '尉鶲  【ジョウビタキ】  Daurian redstart (Phoenicurus auroreus)', '黒色尉  【コクシキジョウ】  Old Black Joe (a noh mask)']",,"['military officer', 'jailer', 'old man', 'rank']",56.0,28.0,2.798626993596941e-06,2709.0,46591.0,5.938453579553456e-05,1450.0,181.0,1.754121750004894e-05,1818.0,4133.0,8.02846564075062e-05,1590.0,
26,異,11.0,631.0,grade 6,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '井': 'http:////jisho.org/search/%E4%BA%95%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji'}",{'田': 'field'},{'イ': 'http:////jisho.org/search/%E7%95%B0%20%E3%81%84'},"{'こと': 'http:////jisho.org/search/%E7%95%B0%20%E3%81%93%E3%81%A8', 'こと.なる': 'http:////jisho.org/search/%E7%95%B0%20%E3%81%93%E3%81%A8%E3%81%AA%E3%82%8B', 'け': 'http:////jisho.org/search/%E7%95%B0%20%E3%81%91'}","['異  【イ】  difference (of opinion), strange, odd, unusual, different', '異議  【イギ】  objection, dissent, protest', '天変地異  【テンペンチイ】  natural disaster, cataclysm', '小異  【ショウイ】  minor differences']","['異  【こと】  difference (from one another), different thing, other, unusual, extraordinary', '異なる  【ことなる】  to differ, to vary, to disagree', '異なる  【ことなる】  to differ, to vary, to disagree', '異  【こと】  difference (from one another), different thing, other, unusual, extraordinary', '異な  【けな】  exceptional, praiseworthy, laudable']","['uncommon', 'different', 'queerness', 'strangeness', 'wonderful', 'curious', 'unusual']",33.0,1866.0,0.00018650849893042472,874.0,357097.0,0.0004551531321280506,524.0,2902.0,0.0002812409568239891,733.0,24545.0,0.00047679334418636326,491.0,
27,移,11.0,448.0,grade 5,N2,"{'夕': 'http:////jisho.org/search/%E5%A4%95%20%23kanji', '禾': 'http:////jisho.org/search/%E7%A6%BE%20%23kanji'}",{'禾': 'grain'},{'イ': 'http:////jisho.org/search/%E7%A7%BB%20%E3%81%84'},"{'うつ.る': 'http:////jisho.org/search/%E7%A7%BB%20%E3%81%86%E3%81%A4%E3%82%8B', 'うつ.す': 'http:////jisho.org/search/%E7%A7%BB%20%E3%81%86%E3%81%A4%E3%81%99'}","['移行  【イコウ】  switching over to, migration, transition', '移管  【イカン】  transfer of control', '転移  【テンイ】  moving (location, with the times, etc.), change, transition, metastasis, spread, transition (e.g phase transition), transfer (of learning), transference (in psychoanalysis)', '変移  【ヘンイ】  change, alteration, transmutation, mutation']","['移る  【うつる】  to move (house), to transfer (department), to change the target of interest or concern, to elapse (passage of time), to be permeated by a colour or scent, to be infected, to be contagious, to spread (as in fire)', ""移す  【うつす】  to change, to swap, to substitute, to transfer, to change the object of one's interest or focus, to spend or take time, to infect, to permeate something with the smell or colour of something, to move on to the next or different stage of (a plan, etc.)""]","['shift', 'move', 'change', 'drift', 'catch (cold', 'fire)', 'pass into']",28.0,2292.0,0.00022908760961872103,781.0,618065.0,0.0007877809687808176,327.0,6625.0,0.0006420473256233383,405.0,14665.0,0.0002848716395393366,760.0,
